Date,Open,High,Low,Close,Volume,Market Cap
2017-10-01,0.021677900105714798,0.032225899398326874,0.017354099079966545,0.024969499558210373,50068700.0,0.0
2017-10-02,0.02460700087249279,0.030087700113654137,0.01996929943561554,0.02593179978430271,57641300.0,628899051.78
2017-10-03,0.025756599381566048,0.02742519974708557,0.02068989910185337,0.02081580087542534,16997800.0,539692714.905
2017-10-04,0.020864099264144897,0.022806299850344658,0.020864099264144897,0.021931499242782593,9000050.0,568619547.504
2017-10-05,0.021951299160718918,0.022153599187731743,0.02085929922759533,0.021488700062036514,5562510.0,557139040.67
2017-10-06,0.021358899772167206,0.0215418990701437,0.018359700217843056,0.018539100885391235,7780710.0,480664553.411
2017-10-07,0.018413899466395378,0.02105030044913292,0.01761999912559986,0.02094089984893799,7411240.0,542936191.429
2017-10-08,0.020929399877786636,0.023597700521349907,0.020147399976849556,0.02047719992697239,7727460.0,530913808.821
2017-10-09,0.02034430019557476,0.022807199507951736,0.02034199982881546,0.022113699465990067,4663310.0,573343459.756
2017-10-10,0.022112099453806877,0.022446099668741226,0.02127929963171482,0.021531300619244576,2725600.0,558243533.875
2017-10-11,0.021479999646544456,0.022575700655579567,0.02097640000283718,0.02251950092613697,3606720.0,583864664.98
2017-10-12,0.022538499906659126,0.026763200759887695,0.021825099363923073,0.026252100244164467,8680640.0,680640048.471
2017-10-13,0.02606089971959591,0.03381599858403206,0.025195399299263954,0.03364099934697151,15613600.0,872212579.969
2017-10-14,0.03387629985809326,0.038267798721790314,0.029255300760269165,0.032464899122714996,27853200.0,841719752.309
2017-10-15,0.03287360072135925,0.03364120051264763,0.028694400563836098,0.03004859946668148,7104990.0,779072171.768
2017-10-16,0.029938900843262672,0.03074919991195202,0.028576700016856194,0.02894820086658001,6196030.0,750542023.348
2017-10-17,0.028952699154615402,0.029627999290823936,0.02548149973154068,0.027217499911785126,7039900.0,705670042.368
2017-10-18,0.027219299226999283,0.027359800413250923,0.02463730052113533,0.02669069916009903,2336180.0,692011661.609
2017-10-19,0.02670449949800968,0.027111699804663658,0.025771599262952805,0.027031900361180305,2897720.0,700857978.076
2017-10-20,0.026982400566339493,0.030855199322104454,0.02661219984292984,0.030629800632596016,8716410.0,794140985.165
2017-10-21,0.030805500224232674,0.030805500224232674,0.027977000921964645,0.028436200693249702,5344520.0,737267363.233
2017-10-22,0.028565000742673874,0.028743699193000793,0.02709300071001053,0.027728799730539322,2930210.0,718926553.534
2017-10-23,0.027684099972248077,0.028050899505615234,0.024344900622963905,0.02545359916985035,3517050.0,659937282.646
2017-10-24,0.025338999927043915,0.028956299647688866,0.023766299709677696,0.027192700654268265,7589560.0,705027051.019
2017-10-25,0.027038099244236946,0.027845900505781174,0.026107199490070343,0.027527499943971634,2561430.0,713707434.235
2017-10-26,0.027409499511122704,0.027560299262404442,0.026477999985218048,0.02713179960846901,2437710.0,703448092.423
2017-10-27,0.02713809907436371,0.027462899684906006,0.025673899799585342,0.026381799951195717,2511440.0,684002789.519
2017-10-28,0.026338599622249603,0.026853300631046295,0.025592999532818794,0.025866100564599037,1739460.0,670632199.243
2017-10-29,0.025830699130892754,0.029836799949407578,0.02562589943408966,0.028606899082660675,4746180.0,741693114.174
2017-10-30,0.02831760048866272,0.02887439914047718,0.027585899457335472,0.028582900762557983,3781270.0,741070864.481
2017-10-31,0.028547000139951706,0.030714500695466995,0.028075499460101128,0.030437499284744263,7304450.0,789155209.5
2017-11-01,0.029126500710844994,0.029219400137662888,0.02298619970679283,0.02298619970679283,9382780.0,595964828.801
2017-11-02,0.023079199716448784,0.024976899847388268,0.018209999427199364,0.021305900067090988,6165050.0,552399572.176
2017-11-03,0.021418200805783272,0.023212600499391556,0.01982700079679489,0.022628100588917732,2836080.0,586680344.841
2017-11-04,0.022640900686383247,0.023849399760365486,0.021969599649310112,0.022022100165486336,2626920.0,570968540.095
2017-11-05,0.022054100409150124,0.023006299510598183,0.020634999498724937,0.020634999498724937,2396230.0,535005100.552
2017-11-06,0.02097729966044426,0.023608800023794174,0.020533699542284012,0.021880999207496643,4591160.0,567310230.442
2017-11-07,0.021845800802111626,0.02334729954600334,0.02141370065510273,0.022194700315594673,2539540.0,575443552.47
2017-11-08,0.02191160060465336,0.0263931006193161,0.021660199388861656,0.025186000391840935,6367000.0,652999198.57
2017-11-09,0.02516010031104088,0.03505989909172058,0.025005700066685677,0.0320529006421566,18716200.0,831037799.247
2017-11-10,0.032219298183918,0.03334759920835495,0.02645139954984188,0.02711920067667961,6766780.0,703121411.334
2017-11-11,0.026891199871897697,0.029659099876880646,0.025683900341391563,0.027437100186944008,5532220.0,711363627.058
2017-11-12,0.02748049981892109,0.02795189991593361,0.02259100042283535,0.023977000266313553,7280250.0,621653370.29
2017-11-13,0.024364100769162178,0.026299700140953064,0.0234948992729187,0.02580760046839714,4419440.0,669115465.616
2017-11-14,0.02579689957201481,0.02678780071437359,0.025342300534248352,0.0262301005423069,3033290.0,680069652.919
2017-11-15,0.026115799322724342,0.027773000299930573,0.025261100381612778,0.026444600895047188,6858800.0,685631009.549
2017-11-16,0.026583099737763405,0.028169600293040276,0.025653600692749023,0.027580000460147858,4888130.0,715068605.438
2017-11-17,0.02714259922504425,0.027435800060629845,0.02518419921398163,0.025772500783205032,3578870.0,668205425.441
2017-11-18,0.025596799328923225,0.02712159976363182,0.02474769949913025,0.02636910043656826,2930550.0,683673515.724
2017-11-19,0.02624250017106533,0.028477799147367477,0.02558100037276745,0.02808449976146221,4725050.0,728148812.524
2017-11-20,0.028151899576187134,0.03229999914765358,0.027611900120973587,0.029581300914287567,16172400.0,766956451.706
2017-11-21,0.029586799442768097,0.029709499329328537,0.02740420028567314,0.028330499306321144,5836790.0,734526871.877
2017-11-22,0.028399299830198288,0.02903449907898903,0.027891000732779503,0.028549199923872948,4938480.0,740197122.203
2017-11-23,0.028540100902318954,0.02867780067026615,0.02744390070438385,0.02744390070438385,5132300.0,711539931.138
2017-11-24,0.027406400069594383,0.028596900403499603,0.026962699368596077,0.028381800279021263,5502350.0,735856930.595
2017-11-25,0.028324399143457413,0.030447300523519516,0.027747100219130516,0.030447300523519516,6156460.0,789409294.792
2017-11-26,0.030437100678682327,0.03985530138015747,0.03011780045926571,0.03633200004696846,30527100.0,941982326.787
2017-11-27,0.03661850094795227,0.05712740123271942,0.03661850094795227,0.050592999905347824,77777296.0,1311728279.73
2017-11-28,0.05062650144100189,0.13173000514507294,0.047948699444532394,0.11974400281906128,240338000.0,3104611134.5
2017-11-29,0.11823499947786331,0.14690600335597992,0.08143579959869385,0.089717797935009,210624992.0,2326119729.11
2017-11-30,0.094930499792099,0.12830300629138947,0.094930499792099,0.11988300085067749,124345000.0,3108214997.31
2017-12-01,0.11662200093269348,0.1313520073890686,0.11303099989891052,0.1313520073890686,73657600.0,3405572569.31
2017-12-02,0.131632998585701,0.1388690024614334,0.1291320025920868,0.13235099613666534,56712600.0,3431473712.77
2017-12-03,0.13235099613666534,0.1392199993133545,0.12494499981403351,0.13180699944496155,46458900.0,3417369386.4
2017-12-04,0.1315460056066513,0.14594599604606628,0.12635000050067902,0.13586999475955963,76392704.0,3522711074.0
2017-12-05,0.13562500476837158,0.13640399277210236,0.12677699327468872,0.12748800218105316,50381100.0,3305390368.75
2017-12-06,0.1267479956150055,0.13285499811172485,0.11388599872589111,0.11783900111913681,75688800.0,3055220065.13
2017-12-07,0.11776600033044815,0.12417600303888321,0.10550100356340408,0.10550100356340408,71024600.0,2735331868.83
2017-12-08,0.10614199936389923,0.12072599679231644,0.09913620352745056,0.11546500027179718,70092400.0,2993669199.67
2017-12-09,0.11474499851465225,0.1386599987745285,0.1135609969496727,0.11960899829864502,63308600.0,3101110979.98
2017-12-10,0.11979400366544724,0.11979400366544724,0.1001330018043518,0.11028099805116653,46376600.0,2859263266.0
2017-12-11,0.10892699658870697,0.12138299643993378,0.10863800346851349,0.12138299643993378,39513900.0,3147105603.11
2017-12-12,0.12117700278759003,0.1380079984664917,0.11422199755907059,0.1338910013437271,60056800.0,3471401401.4
2017-12-13,0.13373899459838867,0.14185400307178497,0.12236800044775009,0.1342809945344925,61575000.0,3481512958.91
2017-12-14,0.1336670070886612,0.24075299501419067,0.13184300065040588,0.24075299501419067,309307008.0,6242020013.24
2017-12-15,0.23320899903774261,0.23320899903774261,0.18703199923038483,0.21346700191497803,207311008.0,5534573966.54
2017-12-16,0.21287499368190765,0.4471920132637024,0.20423300564289093,0.4046649932861328,581052032.0,10491777999.3
